greywater_usage_liters,co2_levels_ppm,humidity_percentage,temperature_celsius,sunlight_hours_average,building_surface_area_sqm,wind_speed_kmh,wall_design,algae_type
181,385,74,32,7.910304425901805,69,14.598262405574054,1,Spirulina
162,325,64,31,9.695596334040667,61,19.23070339466545,0,Spirulina
855,413,63,31,4.052437732780881,66,19.126495256201117,1,Spirulina
349,602,72,32,7.8373231138863115,72,15.907138549218692,1,Spirulina
873,436,66,33,6.332595055702285,78,19.342421950578135,1,Spirulina
148,333,66,31,7.476212551445591,59,9.318937242772042,0,Spirulina
640,430,72,33,9.689581150668934,52,22.37924955500108,0,Spirulina
294,538,75,32,10.893432309794074,63,23.06281803897539,1,Spirulina
739,325,66,31,8.282659597901242,65,18.141098323893246,1,Spirulina
266,534,66,31,5.223346397341655,70,10.867822128365695,1,Spirulina
495,413,68,33,7.94034828662124,27,10.573583178228349,1,Spirulina
687,633,77,31,7.876265482337755,49,6.041227411211153,1,Spirulina
963,430,64,33,6.11077370342865,76,22.64819118263599,1,Spirulina
925,548,72,33,7.777741180637542,61,6.2816784323757044,1,Spirulina
966,521,65,31,6.1300188713378265,76,7.6920498264731725,1,Spirulina
558,480,75,32,7.116337345024504,79,6.184696301471009,1,Spirulina
657,418,65,31,9.075003236074059,40,5.683335490716039,0,Spirulina
912,546,74,33,8.363594031831443,50,8.754669314270963,1,Spirulina
134,445,74,32,6.405817866267153,63,19.401096273458403,1,Spirulina
233,644,67,31,7.327056455823089,75,17.09294929432084,1,Spirulina
142,369,67,31,7.402860067652876,48,11.65409476483338,0,Spirulina
170,423,70,34,8.502161303729384,34,18.06077559549003,2,Spirulina
640,576,65,31,5.287494984404746,45,22.387454859642713,2,Spirulina
976,539,69,31,9.48661564475999,53,10.996199775310615,1,Spirulina
468,354,67,32,8.52238320053495,35,14.397498508200192,2,Spirulina
851,413,64,33,5.9513989489159815,69,16.958031532520568,1,Spirulina
880,587,75,33,9.640867468147142,57,6.816346987258856,1,Spirulina
149,338,68,31,7.315505617017651,64,10.122471914911744,0,Spirulina
282,508,71,32,7.594227778496035,57,15.25765614646796,1,Spirulina
136,434,74,32,6.455054516501302,65,18.56407321947787,1,Spirulina
620,503,66,32,11.003130432264804,86,7.034376810754934,1,Spirulina
150,317,62,31,8.364732265672268,42,8.361980169656858,0,Spirulina
241,447,78,33,10.03214227470931,48,18.50654538638569,1,Spirulina
647,562,72,31,9.219253543010199,66,6.439751181003399,1,Spirulina
534,467,77,32,6.045610970747396,65,6.626382042556667,0,Spirulina
387,467,65,33,10.068506306909043,88,12.29734607197478,1,Spirulina
667,397,65,31,8.529951137071784,27,5.687368039461745,0,Spirulina
383,376,61,31,5.31825780416934,17,11.837450759787878,3,Spirulina
798,367,68,31,10.21649420296497,63,22.3342496779425,1,Spirulina
382,394,61,31,4.959675899279716,10,11.696538376798221,3,Spirulina
348,630,71,31,8.639417524887227,65,9.612189304411652,1,Spirulina
658,400,65,31,8.454482003134801,27,5.580694314002057,0,Spirulina
682,325,63,32,5.215046025565609,68,13.950133302533297,1,Spirulina
976,528,69,31,9.600621228064687,52,13.021308812431274,1,Spirulina
900,423,65,33,6.765845353020078,82,17.041734142281975,0,Spirulina
646,327,65,32,5.021901297776933,71,13.324722276922344,1,Spirulina
901,478,69,34,7.049200816629714,70,14.226409463158253,1,Spirulina
654,571,64,31,5.236376016879829,45,21.92738415191846,2,Spirulina
390,385,63,33,8.81353567663068,20,12.077798890017046,3,Spirulina
550,442,73,33,7.961926954056393,37,8.618117116652243,0,Spirulina
964,482,63,32,5.04271560857832,45,23.27864219571084,2,Spirulina
404,407,62,33,10.103475180232007,72,15.036452084823594,1,Spirulina
656,555,64,31,6.233919227209779,52,19.10136186757637,1,Spirulina
960,512,62,31,3.7576867056426013,78,8.85734684796041,1,Spirulina
613,496,66,32,10.962962025654422,88,7.046870798853577,1,Spirulina
690,635,76,31,8.026420771210308,50,6.104083113529896,1,Spirulina
155,360,67,31,8.924933813388146,63,20.509973525355257,1,Spirulina
531,363,79,32,8.774257014465338,80,15.182080479245085,1,Spirulina
359,408,61,31,3.625772162033867,10,11.168534814138406,3,Spirulina
661,409,65,31,8.825716851971622,34,5.517144567981081,0,Spirulina
319,474,69,33,10.654909724754184,40,11.08431150721309,2,Spirulina
789,321,68,31,11.028599306869573,61,22.4,1,Spirulina
282,509,71,32,7.504181082917297,57,15.04618284624517,1,Spirulina
597,332,71,32,6.9177698084452555,76,14.965377718846856,1,Spirulina
706,325,64,32,6.498196716731506,67,15.703170162295155,1,Spirulina
607,582,67,32,5.498280349602748,46,22.833905186288174,1,Spirulina
634,431,72,33,9.57876183770899,51,21.55074326287197,0,Spirulina
804,431,65,33,7.130220701083633,63,19.70693260958908,1,Spirulina
188,638,65,31,6.018240968051128,77,20.327067519808423,1,Spirulina
531,353,78,32,9.297725798570843,76,16.16334471767557,0,Spirulina
960,502,62,31,3.897818998670467,91,6.676820230746451,1,Spirulina
760,310,68,33,9.709940327738755,59,22.4,1,Spirulina
350,429,62,31,5.442708949992351,12,10.97231223518528,3,Spirulina
615,514,66,32,10.075967422799756,80,10.2589191393731,1,Spirulina
690,375,65,31,8.776914340577976,35,9.604759294439443,0,Spirulina
963,515,63,31,4.880934523880815,84,6.462482421945177,1,Spirulina
766,313,68,33,9.976828782006079,59,22.4,1,Spirulina
422,391,61,32,9.2596051494907,41,14.12255793921156,2,Spirulina
418,400,61,32,9.647378149649473,51,14.49892585113037,2,Spirulina
139,351,63,32,7.909127385765148,33,10.742768218789479,1,Spirulina
354,483,66,34,10.267041809204638,38,9.719476353376729,2,Spirulina
327,496,73,32,10.219888908373926,56,16.944402882509856,1,Spirulina
768,313,68,33,10.054552311359238,59,22.4,1,Spirulina
239,446,78,33,9.72392062612513,50,17.68452445514086,1,Spirulina
172,375,73,31,7.582554527466464,73,14.03791580502331,1,Spirulina
310,606,71,32,9.814004875765367,90,17.503520237672355,1,Spirulina
799,332,68,31,10.834116923510877,61,21.676927180041673,1,Spirulina
712,317,65,33,7.01189044321303,64,17.66327118852196,1,Spirulina
390,389,61,31,5.445855270726485,10,11.8889843779959,3,Spirulina
129,399,64,33,7.6535860056698874,25,16.824653065056665,2,Spirulina
909,406,63,33,8.45025049089369,82,14.204841278494836,0,Spirulina
534,397,76,33,8.647812373671963,59,12.83253841506881,0,Spirulina
626,596,69,31,5.860693956905987,46,19.13251913602876,1,Spirulina
350,429,62,31,5.380870170689986,12,10.973075676905061,3,Spirulina
944,540,67,32,5.924149231833575,29,17.31071239460049,2,Spirulina
926,374,61,31,11.429394818889325,81,9.140854373332717,0,Spirulina
139,416,74,32,6.5288316662332715,68,17.309861674034387,1,Spirulina
790,658,72,33,11.071379982508638,76,7.388551993003455,1,Spirulina
452,339,67,32,8.154994704355829,42,14.173738084800615,2,Spirulina
357,416,61,31,4.18204948091786,21,11.622763085460106,2,Spirulina
225,440,77,34,9.648212745701759,47,18.01094727192601,1,Spirulina
367,460,64,33,11.340640754644596,47,13.053959996163542,2,Spirulina
702,644,76,31,8.679860027678695,56,6.377615825539919,1,Spirulina
145,343,64,31,7.741591105632475,44,9.0040225265224,0,Spirulina
637,577,65,31,5.299688439785812,45,22.497195958072304,2,Spirulina
151,350,71,31,7.069452893071014,79,13.412746362316874,1,Spirulina
289,484,75,32,10.733208224726614,54,17.59535103126775,1,Spirulina
337,496,72,33,9.822108422333187,61,14.806332770040878,1,Spirulina
398,357,61,32,6.4053897389926195,20,12.267247106113361,3,Spirulina
891,441,65,32,3.4410042722621927,57,21.75251068065548,1,Spirulina
739,672,71,32,10.809002122667504,78,9.615768784169907,1,Spirulina
252,458,78,33,10.410796630437703,46,19.9580537500112,1,Spirulina
724,315,66,33,7.675663829087234,62,18.878101724933238,1,Spirulina
672,604,73,31,6.556426206796362,44,11.394507586960701,1,Spirulina
588,333,72,32,7.268047184278341,76,15.268502371010102,1,Spirulina
500,417,69,33,7.935609672589785,28,10.388777231001601,1,Spirulina
809,395,63,32,6.07281765651791,57,15.593044783328441,1,Spirulina
311,475,70,33,10.451915252900358,48,11.142309927742755,1,Spirulina
341,604,70,32,9.339050529090406,73,8.920437133222409,1,Spirulina
362,500,67,33,8.153939593090627,78,7.873030203454687,1,Spirulina
611,574,66,32,6.286583007269126,53,20.908396031295386,1,Spirulina
936,364,61,32,10.321019812400557,81,12.392599743060016,0,Spirulina
666,619,76,31,6.994705390806844,44,8.627992169368179,1,Spirulina
934,367,61,32,10.62985147493321,81,11.549251741528543,0,Spirulina
149,342,69,31,7.170623719302001,69,10.846881403489993,0,Spirulina
548,477,76,32,6.405566852709578,77,6.025385673883181,1,Spirulina
536,436,74,33,8.06517532059772,43,9.846523518063314,0,Spirulina
906,454,66,33,3.900584364154106,49,22.424070123698492,1,Spirulina
130,427,69,33,7.029413667484306,42,18.765684054601643,2,Spirulina
195,445,77,33,8.463611105536184,55,18.61559524048449,1,Spirulina
977,542,69,31,9.992509563142498,48,11.814980873715001,1,Spirulina
664,336,64,33,4.938621742357898,68,14.044466826016627,1,Spirulina
264,550,71,32,6.373137916946373,75,11.627991354656153,1,Spirulina
801,451,66,33,7.745046779895664,67,21.99545190294497,1,Spirulina
665,334,63,32,4.864870071245283,64,11.704752731615454,0,Spirulina
534,469,78,32,5.857319822626801,68,6.385369372962304,0,Spirulina
248,463,75,33,8.66206643018429,55,15.782035687413519,1,Spirulina
957,343,61,32,7.288615454428342,80,20.673396259061068,0,Spirulina
319,548,68,31,5.265678390037785,61,9.797628136090683,1,Spirulina
674,325,63,32,4.801430477194141,69,13.385052905462418,1,Spirulina
647,608,73,31,6.457849496726467,45,13.600973082954836,1,Spirulina
269,539,78,32,10.24348314419766,56,20.658965625752007,1,Spirulina
145,379,72,31,6.688008362535887,75,14.603857836889931,1,Spirulina
269,500,69,32,6.206433920678703,65,11.382360774549344,1,Spirulina
245,457,76,33,9.002190006923888,53,16.3914237624053,1,Spirulina
141,346,62,31,7.938160381797878,34,10.0517829132105,0,Spirulina
799,379,68,31,9.868428820980899,64,22.314912712276715,1,Spirulina
936,535,69,32,6.441096044896057,71,5.959893492289791,1,Spirulina
263,451,75,34,10.239373625381113,41,16.278890899852932,1,Spirulina
652,402,66,31,8.431097905156477,28,5.7248962515350525,0,Spirulina
778,343,66,33,8.198232152789878,58,19.713278292847264,1,Spirulina
947,438,65,33,5.478423616899361,68,22.613410834027924,1,Spirulina
967,523,65,31,6.380075382895281,74,7.9381992050375425,1,Spirulina
364,405,61,31,3.940941033316171,10,11.293289159020985,3,Spirulina
604,421,69,32,8.21131593888711,32,7.080218376862825,0,Spirulina
462,456,70,32,8.595536595309515,86,11.338930098536492,1,Spirulina
965,435,64,33,6.070441157943933,77,21.79827045928977,1,Spirulina
347,453,64,32,8.573505346629243,13,10.933660427819392,3,Spirulina
244,450,78,33,10.141946418490154,48,18.927461270878922,1,Spirulina
659,400,65,31,8.46197501771634,27,5.5344873907492405,0,Spirulina
351,413,61,31,3.2813221176414427,11,10.998996023238995,3,Spirulina
289,481,75,32,10.480236920954502,59,15.684012291656233,1,Spirulina
364,525,68,33,8.709138109559902,78,8.004200886632585,1,Spirulina
303,488,74,32,11.598143738094494,30,21.335030833307304,1,Spirulina
657,618,68,32,7.374683122211638,58,18.36774301113808,1,Spirulina
948,521,65,31,4.994769556595693,82,5.611703782143407,1,Spirulina
902,484,70,34,7.193956030054898,69,13.688101013233346,1,Spirulina
594,332,71,32,7.047803819539176,76,15.077907151524286,1,Spirulina
719,316,65,33,7.417243155019476,63,18.405143132771492,1,Spirulina
633,600,70,31,6.062849706431691,45,17.25991850884328,1,Spirulina
529,442,73,33,7.9070470855752175,36,9.274836337433479,0,Spirulina
422,446,65,32,10.383716446726375,92,14.438441840992382,1,Spirulina
665,569,64,31,5.273443487600323,44,21.047425188530898,1,Spirulina
135,435,74,32,6.449718889394219,65,18.654778880298295,1,Spirulina
460,356,65,32,8.403698787194534,29,14.05726985662433,2,Spirulina
676,621,77,31,7.170514959324179,44,6.774220782227603,1,Spirulina
319,597,72,32,9.120697815487661,88,18.951422725110266,1,Spirulina
286,473,74,33,9.9,69,11.74552499135741,1,Spirulina
252,578,75,32,7.4715860777281895,79,13.550275636024331,1,Spirulina
948,352,61,32,8.612739811464458,80,17.05751820715475,0,Spirulina
346,464,65,33,10.018813091742004,14,10.915817122324173,3,Spirulina
360,498,69,33,8.947271605204126,73,10.104084877972179,1,Spirulina
655,553,64,31,6.428396128840659,54,18.631376021968407,1,Spirulina
623,595,69,31,5.783091908090714,46,19.851359167159696,1,Spirulina
666,401,66,31,8.745483914298557,31,8.474925291594667,0,Spirulina
665,618,76,31,6.987894983931113,44,8.691078043585476,1,Spirulina
740,312,67,33,8.617246017226325,61,20.601374786244406,1,Spirulina
921,480,65,32,3.80044083379114,36,22.86872389102532,1,Spirulina
919,426,64,32,4.57849718321573,73,21.758482235415585,1,Spirulina
155,343,69,31,7.912374500782858,74,15.64240996981272,1,Spirulina
659,559,64,31,5.9367967551213505,50,19.81940784179007,1,Spirulina
726,661,74,32,9.912486038082667,67,6.893598806639256,1,Spirulina
656,554,64,31,6.300403363170537,53,18.94069187233787,1,Spirulina
282,616,75,32,8.870875381141284,78,12.496931021149756,1,Spirulina
966,521,65,31,6.112444348319409,76,7.674749905376918,1,Spirulina
666,363,64,31,6.5567449001876525,46,8.723830413955087,0,Spirulina
631,518,65,32,9.391732755015147,75,11.469979175380061,1,Spirulina
281,511,69,32,6.765778090836742,61,13.312054607268108,1,Spirulina
921,426,64,32,4.6415667907133145,73,21.795103297833535,1,Spirulina
337,427,64,31,4.755825057483676,24,11.069663808544046,2,Spirulina
623,509,67,32,10.808340835770817,84,6.969446945256939,1,Spirulina
567,466,70,33,9.166841030531598,58,8.270606679390898,0,Spirulina
601,448,75,32,7.900343161124347,64,16.073149075054385,1,Spirulina
412,444,64,32,10.838832665787283,94,15.227309954031288,1,Spirulina
962,479,63,32,4.63940501021502,86,11.838258871096537,1,Spirulina
654,435,71,33,10.140277648850036,58,22.64259448353279,1,Spirulina
930,377,61,32,11.275093467512765,81,9.730316694134043,0,Spirulina
910,425,64,32,4.254105035478605,73,21.570125504471445,1,Spirulina
704,645,75,31,8.74009414302547,57,6.402830106382755,1,Spirulina
136,433,74,32,6.4557088290653555,65,18.552949905888966,1,Spirulina
402,354,61,32,6.6143083138622725,21,12.349842821759502,3,Spirulina
256,568,74,32,7.084232818971244,78,12.872407433199676,1,Spirulina
938,533,68,32,6.219310103327864,73,5.906500580430782,1,Spirulina
246,591,77,32,7.9604562657630655,81,14.405798465085363,1,Spirulina
909,411,64,33,6.005701394387735,81,19.47245282836716,1,Spirulina
248,587,77,32,7.814640384855196,81,14.150620673496594,1,Spirulina
304,625,73,32,9.194761311865788,75,11.076815786434626,1,Spirulina
265,609,77,32,8.623035881758806,80,13.583611903057545,1,Spirulina
365,492,67,34,9.216950380796504,63,8.519371863767434,1,Spirulina
901,454,66,32,3.9649062344126573,48,21.947312131066976,0,Spirulina
961,517,62,31,3.8290330945386053,60,13.257040829880644,1,Spirulina
141,418,72,32,7.231394599907583,63,19.832557839963034,1,Spirulina
888,411,63,31,3.506673398686227,72,21.17111559912415,1,Spirulina
289,482,75,32,10.515747147688634,59,15.952311782536341,1,Spirulina
959,420,64,33,7.1652105547711304,77,20.233350804473776,0,Spirulina
919,555,74,33,8.50258862044188,55,6.45617874195823,1,Spirulina
513,339,76,32,9.192904583469037,73,16.50903531280533,1,Spirulina
746,321,67,33,9.45976247143482,54,20.2199438741231,0,Spirulina
924,477,65,32,3.7,65,15.606387331417718,1,Spirulina
901,420,64,33,7.055416415056545,82,16.554035511483715,0,Spirulina
327,630,71,32,9.644975228204633,75,11.0240504145109,1,Spirulina
332,474,67,33,10.979048046674302,27,10.991700558093058,2,Spirulina
665,344,63,32,5.4665392127491215,58,10.644669006108689,0,Spirulina
918,423,65,33,4.4559013513256,56,22.595974424417747,1,Spirulina
634,522,65,32,9.046885797311784,73,12.303359323163189,1,Spirulina
933,555,74,33,9.4060515555329,50,8.1302577776645,1,Spirulina
319,483,71,33,11.482910222660962,24,17.301857793133653,2,Spirulina
660,401,69,33,8.564745364230369,58,21.678411293116568,1,Spirulina
666,372,64,31,7.048076827283539,41,7.8581503519290035,0,Spirulina
452,358,64,32,8.272396575202139,23,13.68087018224613,2,Spirulina
620,490,66,33,11.090140673600354,85,8.71127012052814,1,Spirulina
477,398,66,32,7.958339179476612,22,11.27522799958787,1,Spirulina
414,409,62,32,10.037105183003625,61,14.877190324679988,1,Spirulina
639,459,69,33,10.554406964372959,70,16.568697855863263,1,Spirulina
664,330,63,33,4.600484964212653,69,13.332599924658215,1,Spirulina
933,368,61,32,10.802572703796383,81,11.07758992424834,0,Spirulina
906,500,70,33,5.934358907109295,48,15.862431345865396,1,Spirulina
643,606,72,31,6.338811510119514,45,14.703640748366599,1,Spirulina
422,348,61,32,7.694272882282676,18,12.77770915291307,3,Spirulina
400,608,72,31,5.652519533080437,44,10.547480466919563,1,Spirulina
909,453,66,33,4.019690227639622,50,22.43836282731675,1,Spirulina
905,461,66,32,3.7203645152549165,44,22.49503440452294,1,Spirulina
961,519,62,31,3.8695399550767626,50,15.754963896400366,2,Spirulina
866,598,74,33,9.858372940307769,60,6.903349176123108,1,Spirulina
960,502,62,31,3.8937515470567607,91,6.648510767515056,1,Spirulina
667,375,64,31,7.270402264116274,39,7.4664341060808495,0,Spirulina
342,422,62,31,4.222011587525551,20,11.04576171287428,2,Spirulina
269,538,78,32,10.259380424567166,55,20.70525476565145,1,Spirulina
402,382,61,31,6.112232222637708,10,12.152758588127426,3,Spirulina
337,489,70,33,9.09378293982334,76,9.22687041668859,1,Spirulina
535,419,75,33,8.321689223000444,50,11.161157267877272,0,Spirulina
240,448,78,33,9.584961670891271,51,17.43555632701353,1,Spirulina
610,495,66,32,10.768297374859301,87,7.003239066778809,1,Spirulina
803,357,66,31,8.965467394417686,59,19.289208337311486,1,Spirulina
922,379,61,31,10.63747661035358,80,10.258856550089064,0,Spirulina
300,594,71,32,9.842396556056872,97,20.807579400518833,2,Spirulina
950,500,62,31,3.7,85,8.054842721774527,1,Spirulina
524,437,72,33,7.912466268120327,35,9.48618445669274,0,Spirulina
655,432,71,33,10.094989740859154,57,23.306817134065753,1,Spirulina
290,507,77,32,11.465813451711831,44,24.366575084454723,1,Spirulina
641,533,64,31,8.086971657243566,66,14.623151828328046,1,Spirulina
283,508,71,32,7.797582124083466,56,15.735230745953597,1,Spirulina
963,462,63,32,5.202493240324674,83,15.757352952659733,1,Spirulina
896,428,65,33,6.212141341285579,82,17.9742882673085,0,Spirulina
772,357,67,33,8.996644965037378,62,22.33296055167082,1,Spirulina
953,534,65,32,5.005447412150142,23,20.409079315885798,2,Spirulina
962,528,63,32,4.023623317323475,17,23.72032920432083,2,Spirulina
266,545,71,32,6.167197349411661,74,11.267595361470407,1,Spirulina
219,596,65,31,5.701831306409057,74,16.561792546267775,1,Spirulina
901,399,62,31,7.032137375027655,76,15.348747235255074,0,Spirulina
620,491,66,33,11.103826739695311,86,8.510541151135413,1,Spirulina
906,411,64,33,7.8741721678859795,82,15.175078454086773,0,Spirulina
648,543,64,31,7.281719211377366,60,16.5691785725047,1,Spirulina
160,333,66,31,9.08625386914022,68,18.747510234499934,1,Spirulina
661,380,67,33,7.422357736928099,61,19.273384709322315,1,Spirulina
509,345,74,32,9.163092765590028,65,16.23419926135808,1,Spirulina
649,567,72,31,9.064514112917504,64,6.388171370972501,1,Spirulina
301,479,73,33,9.702800171468281,72,10.792914726632722,1,Spirulina
431,358,61,32,7.911806506746888,12,12.864722602698755,3,Spirulina
483,351,70,32,8.75244834089078,46,15.057018577220237,1,Spirulina
289,483,75,32,10.654065809108186,56,16.99738611326185,1,Spirulina
762,317,67,33,9.29344524384516,58,21.812436717369888,1,Spirulina
634,522,65,32,9.025636605300202,73,12.35471153719118,1,Spirulina
902,486,70,34,7.242117279110261,68,13.509001368308716,1,Spirulina
495,348,72,32,8.948396431879296,55,15.61873643805398,1,Spirulina
400,611,72,31,5.652377826353334,44,10.582977206435165,1,Spirulina
861,602,74,33,9.941156569958224,61,6.936462627983289,1,Spirulina
951,518,64,31,4.661394221096658,85,5.531446756930676,1,Spirulina
657,429,71,33,10.046715619036654,56,24.01483758746241,1,Spirulina
364,405,61,31,3.913581093214942,10,11.282459182730914,3,Spirulina
907,393,62,31,8.075694948320297,77,13.875489484724284,0,Spirulina
521,339,77,32,9.329300663842712,77,16.815926493646103,1,Spirulina
914,560,75,33,9.103125748154053,50,6.615628740770263,1,Spirulina
663,411,68,31,9.246707484503137,40,14.957416799573894,0,Spirulina
927,446,66,33,4.71153745669989,59,22.521384494803986,1,Spirulina
154,324,63,31,8.22073765929917,39,6.991502433183444,0,Spirulina
962,523,62,31,3.9249881411197536,36,19.17426870238479,2,Spirulina
376,448,65,33,11.085141610356622,90,15.17146259383163,1,Spirulina
623,510,67,32,10.802411728818782,84,6.967470576272928,1,Spirulina
427,379,61,32,8.697474777638824,27,13.576960813590624,2,Spirulina
655,554,64,31,6.344126323982,53,18.835028050376835,1,Spirulina
671,393,65,31,8.540204634632904,28,5.9249993202024225,0,Spirulina
374,546,69,32,8.290781587126997,30,10.741620083533,1,Spirulina
423,349,61,32,7.717579433368692,17,12.787031773347476,3,Spirulina
958,343,61,33,6.367145680285824,80,22.79774025862958,1,Spirulina
143,337,62,31,7.987763808347505,35,8.871221361329374,0,Spirulina
890,441,65,32,3.4280266991511836,57,21.720066747877958,1,Spirulina
155,321,63,31,8.956097515210356,50,13.191463040884573,0,Spirulina
909,406,63,33,8.412347657547901,82,14.26867762939301,0,Spirulina
661,386,68,33,7.715650553010642,61,19.890843269496088,1,Spirulina
929,445,66,33,4.800899171729455,60,22.532107900607535,1,Spirulina
764,312,68,33,9.879432442675283,59,22.4,1,Spirulina
166,369,73,31,7.36397720453534,75,13.664219091624936,1,Spirulina
430,373,61,32,8.46992888855404,21,13.356107450655394,2,Spirulina
926,378,61,32,11.174312150855698,80,9.627441261195958,0,Spirulina
941,440,65,33,5.266726709300618,65,22.588007205116075,1,Spirulina
132,384,64,33,7.735372336571777,28,14.878138389591712,2,Spirulina
390,461,64,33,10.367598675393147,90,13.173996117531633,1,Spirulina
310,588,69,32,7.760696230058565,71,9.34087341710981,1,Spirulina
667,395,64,31,8.39337730622655,28,5.487859031886551,0,Spirulina
604,489,67,33,10.684696428691572,81,7.396689934995761,0,Spirulina
498,339,74,32,8.931944457694796,65,15.921875029813288,1,Spirulina
326,474,68,33,10.822493518674213,34,11.03643042323594,2,Spirulina
163,327,65,31,9.816002423239201,64,20.677812861471434,1,Spirulina
284,534,68,32,6.1654663772781575,76,11.930482646035625,1,Spirulina
962,523,62,31,3.9306775610235785,34,19.52511626312068,2,Spirulina
138,404,70,32,6.957782335882162,55,15.13617348986309,0,Spirulina
676,623,77,31,7.258607870715835,44,6.111426496518954,1,Spirulina
236,605,77,31,8.070961119633939,82,15.655884066502816,1,Spirulina
301,639,69,31,8.899706298806162,73,11.701006975521729,1,Spirulina
247,452,78,33,10.221380391697801,47,19.231958168174902,1,Spirulina
271,476,78,32,11.074942994133375,40,22.503948144177933,1,Spirulina
160,324,64,31,9.471270994115892,58,17.39871311861312,0,Spirulina
248,446,77,34,10.039217949863083,46,17.29396611140865,1,Spirulina
919,388,62,32,10.213918511303111,82,11.23445303359476,0,Spirulina
267,497,70,32,6.433118727092836,64,11.788504386041332,1,Spirulina
545,477,77,32,6.236960484983543,77,5.9875945914618285,1,Spirulina
360,417,61,31,4.59219711055067,25,11.882856704251644,2,Spirulina
480,460,72,32,7.783101177710729,83,9.93070870803193,1,Spirulina
946,538,67,32,5.692765803489705,28,18.091064349015113,2,Spirulina
621,583,66,31,5.359003140916836,46,23.03102826825152,2,Spirulina
904,414,64,33,7.5709420624877755,82,15.685781789494273,0,Spirulina
621,489,66,33,11.075602982225343,85,8.924489594028291,1,Spirulina
288,493,78,32,11.676596537680675,36,24.81028672777592,1,Spirulina
136,412,66,34,7.796669620965276,26,18.091449146914556,2,Spirulina
390,435,62,32,9.695332707802576,78,15.118991473240657,1,Spirulina
896,431,65,34,5.907959661162146,81,18.611435256270042,1,Spirulina
814,447,66,32,6.947253455077952,68,21.964133934383263,1,Spirulina
143,392,73,31,6.6332166243878765,73,15.535317385406092,1,Spirulina
325,439,66,31,6.023544488969737,36,11.126427365177749,2,Spirulina
299,585,71,32,9.38482421316948,94,19.576457506277514,1,Spirulina
536,452,74,33,7.443608904346103,45,8.415819397563011,0,Spirulina
889,428,65,32,4.9429114152459475,78,19.3203616440749,1,Spirulina
287,486,72,32,8.654767519529797,70,10.807095476480544,1,Spirulina
203,630,70,31,6.9353232979679875,79,18.907937828546217,1,Spirulina
898,402,62,31,6.582492988624134,75,15.983539310177692,0,Spirulina
330,474,68,33,10.924710902847973,30,11.00722545632915,2,Spirulina
932,548,71,33,7.183159430030583,38,13.064638784994894,1,Spirulina
151,376,69,31,8.46705921733066,63,20.32682368693226,1,Spirulina
942,552,73,32,9.54795281914802,50,8.839764095740097,1,Spirulina
887,427,65,32,4.678845718421114,77,19.54670366992476,1,Spirulina
260,598,76,32,8.771145215267069,87,16.707901405343122,1,Spirulina
966,436,65,33,6.401032102847589,75,22.127831707279938,1,Spirulina
889,410,63,31,5.109350749642033,73,18.06326952991713,0,Spirulina
660,411,65,31,8.878305574569422,35,5.552203716379615,0,Spirulina
417,445,65,32,10.610807855387478,93,14.83206694933829,1,Spirulina
289,484,75,32,10.777376156849124,53,17.929064296193385,1,Spirulina
374,492,67,33,8.805798542007135,81,8.596306071400221,1,Spirulina
403,420,62,33,10.61943549819453,81,15.499493395815602,1,Spirulina
263,552,72,32,6.460683214301547,75,11.781195625027708,1,Spirulina
413,342,62,33,7.585383371616446,23,12.659555245023787,3,Spirulina
429,356,61,32,7.865661320307527,13,12.846264528123012,3,Spirulina
964,387,63,33,6.291673157067827,78,22.883346314135654,1,Spirulina
924,447,66,33,4.616304450434632,57,22.509956534052154,1,Spirulina
825,447,66,33,7.310013397676916,71,21.24581556389715,1,Spirulina
174,343,66,31,9.9,62,20.49586738518881,1,Spirulina
531,362,79,32,8.823213970877127,80,15.318204699512009,1,Spirulina
617,498,66,32,11.139168504743854,88,7.079722834914618,1,Spirulina
289,554,69,32,7.376687124947108,83,14.80713192174938,1,Spirulina
963,353,61,33,6.365664142830339,79,23.03132828566068,1,Spirulina
800,651,73,33,10.919231683701577,74,7.32769267348063,1,Spirulina
134,444,74,32,6.464367367916134,63,19.525746947166454,1,Spirulina
136,436,74,32,6.699954177038254,63,19.6199816708153,1,Spirulina
616,507,66,32,10.517043719237181,84,9.0193426511093,1,Spirulina
140,377,69,32,7.138786819588597,56,14.98681103222303,1,Spirulina
137,411,71,32,6.865893875168251,56,15.85506556486016,0,Spirulina
535,462,76,32,6.514554993710517,58,7.226630391949461,0,Spirulina
534,410,75,33,8.457727378637017,53,11.858352815514714,0,Spirulina
308,470,72,33,10.155387294439198,75,12.134265161834712,1,Spirulina
951,431,65,34,6.138073618471819,78,21.833030658605466,1,Spirulina
532,339,78,32,9.4428216909759,81,17.150518771036836,1,Spirulina
953,429,64,33,5.775654546786698,76,22.453605865876145,1,Spirulina
408,346,61,32,7.070080159946852,22,12.530031691141778,3,Spirulina
868,425,64,31,3.692716635456179,70,21.06394289916873,1,Spirulina
851,610,74,33,10.10646724457423,63,7.0025868978296915,1,Spirulina
422,348,61,32,7.699741569783173,18,12.779896627913269,3,Spirulina
696,319,64,33,6.075305624904846,66,15.94914425690132,1,Spirulina
812,342,68,31,9.944418387425369,63,22.136943082064825,1,Spirulina
397,445,63,33,11.151794643182384,94,15.472501540362158,1,Spirulina
