Algae Type,Algae Amount (kg),Wall Size (m²),Temperature (°C),Sunlight Hours,Optimal Panel Type,Algae Type Encoded,Optimal Panel Type Encoded
Chlorella,45.68450639348787,42.10918404609453,32.92801421180484,10.849059992109948,Tubular,1,1
Scenedesmus,37.60508580637351,72.19502314653356,37.72938160133964,6.511024612120218,V-Shaped,3,5
Haematococcus,46.54207352250354,94.61987250141564,26.001451162734966,9.837695251979378,Tubular,0,1
Dunaliella,13.281934724758054,20.79019841254409,25.748940494495542,10.647593368440546,V-Shaped,4,5
Dunaliella,20.55734116984993,54.353762607954216,28.286372854732637,6.30356274140794,V-Shaped,4,5
Chlorella,66.03884025482682,66.90143357810749,18.427236451968916,9.87106504642033,V-Shaped,1,5
Haematococcus,4.813511079364082,14.072427011699908,24.75300586720848,6.8410531820305005,Flat Panel,0,0
Scenedesmus,69.58637739437673,93.83994228785328,33.325002680565575,9.269290839518137,V-Shaped,3,5
Scenedesmus,47.7829673257474,72.97209181528376,36.8254848507429,8.185144165577322,V-Shaped,3,5
Chlorella,20.134978964496927,17.44606356613037,29.014495225026216,11.541273415733045,V-Shaped,1,5
Spirulina,35.92906532184851,61.91716430194303,35.024517510084124,4.835636144801211,V-Shaped,2,5
Dunaliella,20.83879397851374,29.322629871701988,17.967727387727788,11.844545816485788,V-Shaped,4,5
Haematococcus,37.464581112855925,72.97346854895287,37.39244907998431,10.268000646762054,Tubular,0,1
Spirulina,19.12021001795865,19.29385079875436,31.467940968175554,8.258335007611635,V-Shaped,2,5
Chlorella,60.4239758802775,60.513011026743165,34.73730746060131,9.985286611101484,Tubular,1,1
Dunaliella,23.763453489149693,33.370375505537254,35.46850573710127,11.868537652109303,Tubular,4,1
Chlorella,9.85254663431126,14.531457427241792,25.780846744788946,6.780150362510037,Flat Panel,1,0
Scenedesmus,19.41924600845158,29.64338854243565,15.681250298770378,8.188691881771623,V-Shaped,3,5
Dunaliella,22.40030841026584,61.98685789099803,30.349257658130817,6.022864946000889,V-Shaped,4,5
Chlorella,55.956877632268174,52.96153583101612,35.588805665295475,10.565569286134236,Tubular,1,1
Dunaliella,4.632583549511294,14.660729985953518,34.84823464649912,5.266431200844915,V-Shaped,4,5
Chlorella,45.109301358027295,42.25011910045064,18.900895283499423,10.676727620762176,V-Shaped,1,5
Dunaliella,15.332685804707353,44.28921463015599,36.02271776007268,5.769909571568512,V-Shaped,4,5
Dunaliella,48.659549457776045,80.33550829679639,29.411810938943848,10.095068894899551,V-Shaped,4,5
Dunaliella,17.642785415971655,71.12792360810525,20.106168972804188,4.134050435939059,Vertical Column,4,4
Chlorella,10.678270011443477,12.93931547060463,32.09666129588358,8.25257722149385,Tubular,1,1
Dunaliella,24.78725675345017,68.87441388574885,22.795053423894217,5.998177299572158,Vertical Column,4,4
Chlorella,63.160121658069954,74.32779487995512,39.27877268420714,8.497510488516202,Tubular,1,1
Dunaliella,19.90612505885029,56.10703121983725,20.59956364662703,5.913140363476185,Vertical Column,4,4
Spirulina,78.29183339581525,68.34123076438873,16.10100948471161,9.546681229877652,V-Shaped,2,5
Scenedesmus,49.15066483948866,85.0279609427655,28.766584486021287,7.225662049066018,V-Shaped,3,5
Dunaliella,64.88327536022479,96.6035301948241,25.954417916658883,11.194082871397516,V-Shaped,4,5
Spirulina,62.0876046004172,70.82406325936662,23.87244208716385,7.305380137661756,Vertical Column,2,4
Dunaliella,11.3275792005838,26.360098049562573,16.752703491031426,7.162074523449262,V-Shaped,4,5
Spirulina,32.51154923436132,24.06553385947986,15.728879650552225,11.257991554851246,V-Shaped,2,5
Chlorella,66.35532414027355,60.13364619475316,19.20509139416296,11.034641725427791,V-Shaped,1,5
Spirulina,66.56723632648325,85.28486415562301,21.55857416952364,6.504401160505175,Vertical Column,2,4
Scenedesmus,48.45683888961207,66.68385889912369,37.91051361330166,9.083314854895278,Tubular,3,1
Spirulina,10.8532580840355,13.874716244410171,17.28435262151023,6.518606634813191,Vertical Column,2,4
Dunaliella,49.77360140040808,84.20243658440941,25.711447596219884,9.851971712345112,V-Shaped,4,5
Dunaliella,23.13962926550053,94.88573406651564,31.45137459653052,4.064472826736958,V-Shaped,4,5
Dunaliella,38.96841292600842,92.35546592655,25.782542658525365,7.03232388306428,Flat Panel,4,0
Chlorella,44.29555998274639,56.268589829613376,36.10530813215358,7.872164580075233,Tubular,1,1
Dunaliella,30.75675536286183,89.59196354101782,37.53957513217669,5.721635837865542,V-Shaped,4,5
Spirulina,84.6499284675707,72.70256002930736,35.71220334738102,9.70276796688764,Flat Panel,2,0
Scenedesmus,39.64913868198145,87.14724913536298,20.84742328680509,5.687089821446305,Vertical Column,3,4
Spirulina,69.56565518397662,80.49681846604429,38.66890611730602,7.201698206797376,V-Shaped,2,5
Spirulina,122.63523405928774,99.7860540026247,26.360078861998826,10.24151414786396,V-Shaped,2,5
Scenedesmus,15.84178502425426,20.83488209101801,31.48764954128318,9.50436445659303,V-Shaped,3,5
Haematococcus,20.32887901496751,89.84073855013285,19.95238791800724,4.525536931917274,Vertical Column,0,4
Dunaliella,23.88306762919221,47.547407670811886,22.68041042553177,8.371668333824996,V-Shaped,4,5
Scenedesmus,33.958909585427286,49.80270488676032,18.26253160292961,8.523359740861938,V-Shaped,3,5
Chlorella,21.20586768950957,45.3793516803461,37.44911617119472,4.673021298075063,V-Shaped,1,5
Haematococcus,10.60837646655894,40.206094568012055,16.30978238987153,5.276999211457338,Vertical Column,0,4
Chlorella,35.672981465586986,85.14524851249634,20.845320827326603,4.189662029156147,Vertical Column,1,4
Dunaliella,12.913713641057022,35.19033870217842,22.61505889435476,6.116126431910706,Vertical Column,4,4
Chlorella,10.70889350370385,14.55602250421667,38.16159494890462,7.357019062454483,Tubular,1,1
Spirulina,42.674716657181946,87.21595818235515,25.50010185203512,4.077495061927742,Vertical Column,2,4
Spirulina,39.69187249493878,80.86347623343457,29.58130980781392,4.09042029271218,Vertical Column,2,4
Chlorella,70.12138799188536,97.64203720214346,29.708805524578835,7.1814753154644375,V-Shaped,1,5
Chlorella,50.481598859846,60.94644818033486,16.54714254201188,8.28294352945321,V-Shaped,1,5
Scenedesmus,70.35595127039349,82.50839248270077,25.65303094880577,10.65890831728796,V-Shaped,3,5
Dunaliella,6.51854754263187,17.883216766535178,22.938864496737544,6.07510720594557,Vertical Column,4,4
Chlorella,30.683766541584355,40.370885106780605,17.384023031825087,7.600469115409802,V-Shaped,1,5
Scenedesmus,19.901535673037017,39.879846481398864,22.18316791272255,6.237967742152568,V-Shaped,3,5
Dunaliella,45.61579129926602,75.47763072025855,36.76584703708726,10.072695460445107,Tubular,4,1
Scenedesmus,19.850919240403535,29.4625475367876,32.34513892418529,8.422098944268665,Flat Panel,3,0
Dunaliella,14.426922013112945,23.85099142243963,35.135808232499656,10.081287438321272,Tubular,4,1
Scenedesmus,25.298924635933165,46.694419359870274,33.347634425046735,6.772470078532381,Flat Panel,3,0
Chlorella,19.36454103009508,45.27195066495181,16.417010804145885,4.277381633808531,Vertical Column,1,4
Chlorella,30.48687468475301,33.38453241462695,19.835883573912064,9.132035850050013,V-Shaped,1,5
Scenedesmus,15.6648121483328,30.699437856691645,37.39224860666541,6.378297634250612,V-Shaped,3,5
Spirulina,107.12303240609631,81.14684592445062,31.202625863353084,11.000944356464377,V-Shaped,2,5
Scenedesmus,38.75943152265563,45.72929459867267,31.827303272780423,10.594803577994796,V-Shaped,3,5
Scenedesmus,11.515618663384313,17.382131669032375,31.40964648461918,8.281218669442802,Flat Panel,3,0
Scenedesmus,36.95034384237191,99.33236159389872,21.76609854954414,4.649837078453381,Vertical Column,3,4
Chlorella,12.4520517123561,25.215560059574464,27.615475615192388,4.93824118240356,V-Shaped,1,5
Spirulina,47.277461235629445,36.04955694575391,29.445176256277115,10.928812363022676,V-Shaped,2,5
Dunaliella,22.505302963617726,50.17977296168939,34.20013588283024,7.474891985129742,Flat Panel,4,0
Chlorella,73.68886474608483,86.55170752136044,23.25711668755211,8.513854533476287,V-Shaped,1,5
Dunaliella,8.085638979711456,21.625700071879933,25.740571597421106,6.231504608587814,V-Shaped,4,5
Dunaliella,20.727528486498283,83.65423823015817,34.48791753560158,4.129603178715738,V-Shaped,4,5
Haematococcus,21.762408143693985,36.46607159591,37.24783440907156,11.935701977909147,Tubular,0,1
Scenedesmus,53.08207314204196,64.22228476331095,34.52298390965226,10.331708327116152,V-Shaped,3,5
Scenedesmus,39.309441484817896,98.1236399590554,17.571064803936917,5.007641571034866,Vertical Column,3,4
Spirulina,14.424826478987276,23.659786886599186,39.09557902196184,5.080641169806086,V-Shaped,2,5
Spirulina,75.64389122557995,71.42792135839494,29.856045682714928,8.825200960983576,V-Shaped,2,5
Scenedesmus,12.872582610573698,22.90558330098033,15.033656773914092,7.024806158299606,V-Shaped,3,5
Dunaliella,27.113698123166238,39.143761741218825,26.60166723511261,11.544495179255772,V-Shaped,4,5
Haematococcus,20.59109309393121,68.53827239414778,31.305883828311018,6.008640829321342,V-Shaped,0,5
Dunaliella,9.100481254057264,14.049713911188192,30.14992418177564,10.795571249805883,V-Shaped,4,5
Haematococcus,17.35224618269267,63.47276764808118,39.92273046473389,5.4676192092018345,V-Shaped,0,5
Scenedesmus,6.938945259297053,11.2314173284613,23.299287618396136,7.722695471515888,V-Shaped,3,5
Haematococcus,14.109232666817707,66.8237793443426,21.4647897783696,4.222817926568595,V-Shaped,0,5
Haematococcus,26.60741435583404,54.33391046996327,31.82117833721362,9.794036219993066,Tubular,0,1
Chlorella,17.041481957713355,14.537509624198828,31.595611871318127,11.7224217890432,Tubular,1,1
Scenedesmus,5.208549597472065,12.221574150212614,29.80042106972657,5.32720819496629,Vertical Column,3,4
Dunaliella,18.144257233698976,64.08208050931775,16.734852147604585,4.719014813889285,Vertical Column,4,4
Chlorella,16.605352552874876,22.89533128323769,37.931701664442016,7.252724298875778,Tubular,1,1
Scenedesmus,63.30823745842323,80.62927136424892,39.78633919606981,9.8147106483859,Tubular,3,1
Dunaliella,43.95879140403749,70.87249610854516,37.506602780051765,10.337529558413408,Tubular,4,1
Scenedesmus,22.715275782100893,32.827199996263445,30.362144437790786,8.649563389767653,Flat Panel,3,0
Dunaliella,23.97129345675063,69.56511266025984,21.798863984954966,5.743131037013952,Vertical Column,4,4
Spirulina,37.46194053787444,75.59002490055828,29.83653456761809,4.12994754567563,Vertical Column,2,4
Haematococcus,17.26270940716606,40.84578328851165,31.62639972516578,8.452627428017227,Tubular,0,1
Scenedesmus,33.75864519443105,54.90740052223894,38.1063568650779,7.685358638667913,V-Shaped,3,5
Dunaliella,32.73472415257247,75.60452800946415,17.585852871512085,7.216217735105926,V-Shaped,4,5
Spirulina,14.99432609807011,11.227062151523931,22.46957177635629,11.129600584508818,V-Shaped,2,5
Spirulina,8.08377055920026,11.16077228105729,23.914904399655143,6.035850652946082,Vertical Column,2,4
Dunaliella,28.801468855366537,56.30151949659047,38.9407911568147,8.525959604906314,V-Shaped,4,5
Haematococcus,46.18196706563442,98.9951978250248,24.60106595977751,9.330142891832308,V-Shaped,0,5
Spirulina,21.900049216918056,38.34266001300061,21.00747808625917,4.759722201827012,Vertical Column,2,4
Spirulina,65.81813418317678,46.42525574466928,35.743071658040606,11.814354982620689,V-Shaped,2,5
Chlorella,57.59309677199576,51.74328247549119,16.645294017264412,11.13054565088239,V-Shaped,1,5
Chlorella,35.35939112927838,54.0132197776858,26.911531780984987,6.546432757538779,Flat Panel,1,0
Scenedesmus,11.47277621654415,21.98889317229658,32.05479223137747,6.521915477195607,Flat Panel,3,0
Spirulina,23.250861200621724,20.76057979768508,33.46264696276297,9.33293667903498,V-Shaped,2,5
Scenedesmus,71.04266613626145,88.5573479409098,32.51528740986129,10.027776885276774,V-Shaped,3,5
Spirulina,28.79149174015511,26.79759458179143,33.256229738239284,8.953381882926694,V-Shaped,2,5
Scenedesmus,28.05547357517205,54.28490404441605,34.18747076476764,6.460238363923651,Flat Panel,3,0
Dunaliella,7.1182427892371,21.29948109086294,36.24898326258013,5.569965733649325,V-Shaped,4,5
Chlorella,23.046584185266735,36.82680854723405,28.089089488246398,6.258099763303463,Flat Panel,1,0
Dunaliella,4.25668130800897,15.132422260325743,28.53436052268596,4.688257256263546,V-Shaped,4,5
Spirulina,31.11646942455225,31.036671283306983,29.639692096815317,8.354759101074569,V-Shaped,2,5
Chlorella,65.42623094517033,57.08917494737874,22.39162598179048,11.460356714819609,V-Shaped,1,5
Spirulina,27.227226554719948,37.69938147638342,32.23276030256726,6.018495416557497,Vertical Column,2,4
Chlorella,69.75075358676733,59.029500428450994,18.847987744572627,11.816253412361409,V-Shaped,1,5
Scenedesmus,37.46377594984655,67.6868975288882,33.25554294393123,6.918579761662389,Flat Panel,3,0
Dunaliella,45.71642828590707,79.34024989665907,39.91414140722456,9.603454393252033,Tubular,4,1
Scenedesmus,10.734370932262156,11.884070604405997,23.965539548839786,11.290713520629046,V-Shaped,3,5
Haematococcus,19.8762508019929,37.2715756283827,39.37949939938771,10.665634852773394,Tubular,0,1
Scenedesmus,44.76121948083601,78.0628412280191,31.891572555176825,7.167497809567599,Flat Panel,3,0
Chlorella,37.39378930835193,32.579118990163025,25.30699319579164,11.477839323906409,V-Shaped,1,5
Chlorella,51.72662717340089,44.0055292354468,29.61357783148645,11.754574498273431,V-Shaped,1,5
Dunaliella,11.86503818748007,24.573070596899235,23.482631682739186,8.047453234556468,V-Shaped,4,5
Scenedesmus,25.53742087848987,41.92557010571914,39.94373472525501,7.6139158078515505,V-Shaped,3,5
Dunaliella,45.11632749231672,98.72247887651852,36.816376804401386,7.616692774490928,V-Shaped,4,5
Chlorella,45.70199225134409,51.16987502828994,30.34948640683485,8.93142541897496,Tubular,1,1
Chlorella,99.4702505885483,94.64535575914624,16.53615725326969,10.50978674977782,V-Shaped,1,5
Haematococcus,13.80188525379138,52.96745705323183,38.86414822147027,5.211458514959706,V-Shaped,0,5
Dunaliella,24.1427402210602,36.76253781776251,17.78021868345547,10.945354362612033,V-Shaped,4,5
Scenedesmus,32.27122582421699,76.09291088429966,24.793561264056954,5.301286520843881,Vertical Column,3,4
Spirulina,9.455268670553703,13.776766609927089,32.45496076691249,5.719332251093753,Vertical Column,2,4
Chlorella,35.40536283632245,41.09327683511012,36.79782653201264,8.615852899341455,Tubular,1,1
Spirulina,70.25742754503115,71.05526969527118,22.386698115668985,8.239762728171364,V-Shaped,2,5
Haematococcus,7.298246702287334,22.912251131621804,24.907815637455517,6.3706064151984005,Flat Panel,0,0
Spirulina,18.150123655775875,17.25538646526416,25.819287108545478,8.765438593292236,V-Shaped,2,5
Chlorella,22.51144409243134,28.069387728101077,26.747884300839885,8.019927014615456,V-Shaped,1,5
Spirulina,57.60305717618462,42.38146841907695,34.78524376267439,11.326305915633018,V-Shaped,2,5
Chlorella,24.427098266586032,21.19112572877833,21.92673124283499,11.527041356473635,V-Shaped,1,5
Chlorella,30.03659276823843,45.472244210436536,39.69373847747971,6.605478416511626,V-Shaped,1,5
Scenedesmus,32.720095840797754,56.46549692779066,16.00713796944996,7.24338260111324,V-Shaped,3,5
Dunaliella,15.684556769392533,23.42267433457637,15.26234102849861,11.160522310809966,V-Shaped,4,5
Scenedesmus,32.88663051602242,98.42691450304348,38.76332052386022,4.176529189458327,V-Shaped,3,5
Dunaliella,21.28460118692781,61.020351662458246,15.3226806995248,5.813525216599389,Vertical Column,4,4
Dunaliella,24.317221946656417,44.28566605211275,25.996390992845875,9.15165263558091,V-Shaped,4,5
Chlorella,49.91364510443254,44.48938293525265,29.986528491467915,11.2192262088854,V-Shaped,1,5
Dunaliella,17.767874063628568,27.71990845981152,37.638470948222526,10.682980242273969,Tubular,4,1
Spirulina,43.63762007673028,41.779260004455054,35.65852027375467,8.704003707437028,Flat Panel,2,0
Dunaliella,32.46746680708618,94.18403451764055,16.702725618088063,5.745394636746186,Vertical Column,4,4
Chlorella,41.54562765470708,47.27269613940996,34.61013683031993,8.788503945742079,Tubular,1,1
Scenedesmus,17.46262656147526,53.05019335035003,25.378123488368026,4.11464724693601,Vertical Column,3,4
Chlorella,28.826497557205823,64.3923387743294,19.620959948675623,4.47669677882515,Vertical Column,1,4
Chlorella,62.97834423459382,58.86983193447424,22.08410172227796,10.697897745774544,V-Shaped,1,5
Chlorella,18.612900628294277,24.703008255857817,17.002643165240055,7.534669638415637,V-Shaped,1,5
Spirulina,45.59328431731924,63.82082055958747,33.557338454256566,5.953292869729224,Vertical Column,2,4
Scenedesmus,34.63858747104225,53.49648564696927,24.94483602322745,8.093659576917606,V-Shaped,3,5
Chlorella,12.538003223171811,15.583727526089888,18.633167310512604,8.045573950250992,V-Shaped,1,5
Dunaliella,48.74272697811018,99.5123790131734,28.832265990575003,8.163595233322287,Flat Panel,4,0
Haematococcus,8.398198969250348,14.38253635599368,28.94684189150183,11.678328163238804,Tubular,0,1
Chlorella,56.729642109790966,68.10149632846853,19.6319212583385,8.330160887533424,V-Shaped,1,5
Haematococcus,22.16989853296701,50.88505571108403,23.259786841640413,8.713716914782843,V-Shaped,0,5
Haematococcus,5.740931477382026,21.42499723794754,16.9296882556617,5.359096585752458,Vertical Column,0,4
Chlorella,23.560858906211195,24.946736710016232,33.918952256173206,9.444465294232812,Tubular,1,1
Spirulina,16.783335367418406,14.22756919883258,32.26815787783158,9.830289778052608,V-Shaped,2,5
Dunaliella,26.600563914233224,70.5150831518834,17.27851598611694,6.287204270169619,Vertical Column,4,4
Haematococcus,26.243431025311608,78.93744173696612,16.385397211056112,6.649171913313198,V-Shaped,0,5
Haematococcus,8.422531067384172,40.18344455957162,25.38607501480224,4.192040358759111,V-Shaped,0,5
Haematococcus,37.2584658494495,63.94237525379491,17.460604727534218,11.653763471114798,V-Shaped,0,5
Dunaliella,7.48246725643012,26.112847369742543,20.923099847418086,4.775725367723398,Vertical Column,4,4
Chlorella,44.187173082543,52.75808855800913,31.938645129594395,8.375431007883815,Tubular,1,1
Scenedesmus,20.7299633341324,41.494406821364265,16.81837369446671,6.244806505903328,V-Shaped,3,5
Spirulina,56.90510187865282,71.85660063242658,36.09387609968234,6.59938235525313,V-Shaped,2,5
Dunaliella,20.233065635545746,46.87055823632672,20.616434941044165,7.194660641593781,V-Shaped,4,5
Spirulina,56.483348702984784,47.800990386609655,23.35481785432775,9.846962766209284,V-Shaped,2,5
Spirulina,15.811506974645864,16.11759698374633,24.303005381042468,8.175074625263544,V-Shaped,2,5
Haematococcus,38.20364052096237,68.70475998091452,38.92992408798087,11.121104427575313,Tubular,0,1
Dunaliella,7.860750711280255,15.325936467718764,30.465257227348477,8.548418044836897,Flat Panel,4,0
Scenedesmus,12.598996106387975,21.970881901659588,31.88640113341064,7.168007731084922,Flat Panel,3,0
Scenedesmus,33.65569075121262,49.0646958472861,33.25433633276691,8.574314527487843,Flat Panel,3,0
Dunaliella,14.27608207599873,41.98954036276555,39.78831939568467,5.666523120068144,V-Shaped,4,5
Spirulina,98.77481908167232,94.4798331964035,32.51813803210659,8.712160727847293,V-Shaped,2,5
Chlorella,27.75825547652088,52.45658537665952,29.38983571600205,5.291662672513921,Flat Panel,1,0
Spirulina,52.35779986075279,76.80442530270581,29.25717346828476,5.680857543298814,Vertical Column,2,4
Spirulina,74.66244766203953,60.75036289498621,23.870796388579063,10.241701188285068,V-Shaped,2,5
Spirulina,83.67859110565544,81.66192485107484,32.37382798357619,8.539127553248587,V-Shaped,2,5
Chlorella,25.042896805010976,49.64852438856953,27.8293770570509,5.044036477099518,Flat Panel,1,0
Scenedesmus,37.60921857396158,63.93693583057498,21.533325447134597,7.352795783336682,V-Shaped,3,5
Haematococcus,15.52787117733235,47.39626567558594,19.5687791496859,6.552360594657919,V-Shaped,0,5
Spirulina,14.406591567130878,12.155163874343517,22.14064971405608,9.87686640568428,V-Shaped,2,5
Chlorella,28.29737882901671,52.44845416755359,38.53685593765164,5.395274136891996,V-Shaped,1,5
Spirulina,47.06001772330221,46.66289717915491,30.642047806533817,8.404253444769804,V-Shaped,2,5
Dunaliella,19.076476165806145,34.79829104267661,21.340319271492707,9.136692058819191,V-Shaped,4,5
Haematococcus,38.84483205979407,90.15926099156582,36.54162211747752,8.616936659103253,Tubular,0,1
Chlorella,68.0869622919123,65.04817774509931,30.674210863217915,10.467159058432184,Tubular,1,1
Spirulina,19.711825197480174,24.81584619128544,21.39359253870751,6.619367669867584,Vertical Column,2,4
Scenedesmus,27.88086292202773,49.23956625135273,34.76727754750419,7.07786061205956,Flat Panel,3,0
Dunaliella,29.07928569506111,65.38787018387518,29.69979073659582,7.411997977934889,Flat Panel,4,0
Spirulina,36.52192313994888,56.62697482363103,17.194705926454,5.374635682861268,Vertical Column,2,4
Scenedesmus,13.975559894256405,42.433794312685365,29.47444116385363,4.116871976871063,Vertical Column,3,4
Scenedesmus,61.252137685698536,81.87902023209729,31.23447050591556,9.351012248325482,V-Shaped,3,5
Scenedesmus,32.06749813671978,60.16644678827684,21.64994232731645,6.662246951686364,V-Shaped,3,5
Dunaliella,35.6028654187704,69.67244833508326,26.462964054675385,8.516725111467707,Flat Panel,4,0
Chlorella,31.64845245346041,76.23261581967898,35.401976058583784,4.151563226994837,V-Shaped,1,5
Dunaliella,9.556639094500834,14.429882308668544,22.18053023012877,11.038019218354748,V-Shaped,4,5
Haematococcus,18.291963925642232,91.29012646102366,18.440743359959036,4.0074353349596885,Vertical Column,0,4
Chlorella,56.5956076421376,70.74038827487394,36.47779394117291,8.000466073528694,Tubular,1,1
Chlorella,24.24787556271672,56.09932369093464,37.79314692281939,4.322311565876337,V-Shaped,1,5
Scenedesmus,64.35843481532389,68.10423193525705,20.242256935755023,11.812488186583234,V-Shaped,3,5
Dunaliella,48.564556987779056,78.92727794962678,22.58463859072833,10.25512730397512,V-Shaped,4,5
Haematococcus,4.9388509473061255,14.901944263015382,18.79715430841576,6.628465199086388,V-Shaped,0,5
Dunaliella,36.43995931135619,61.75545161129332,31.79272148110152,9.834478403817648,V-Shaped,4,5
Chlorella,16.125785049853288,23.25043669694653,33.152781483615925,6.935691256057604,V-Shaped,1,5
Spirulina,36.93831572385989,30.90022218112088,31.1304643961166,9.961717941526675,V-Shaped,2,5
Spirulina,91.30711701881286,92.9362052716676,15.170367447503205,8.187257480539774,V-Shaped,2,5
Haematococcus,45.41120252788757,90.729576042797,24.25580464211442,10.010231394990136,V-Shaped,0,5
Haematococcus,5.617102707042479,12.30128191807612,31.44290368189884,9.132548533479955,Tubular,0,1
Haematococcus,7.814923421036328,19.811225407683583,16.560783181944508,7.889389232839064,V-Shaped,0,5
Chlorella,92.9727171799912,88.79397853563069,22.923565544182036,10.470610587933471,V-Shaped,1,5
Dunaliella,51.348010909122536,78.81858553463861,36.467453031114346,10.857847498958328,Tubular,4,1
Haematococcus,20.74537852938522,86.7996294902909,37.79546571715229,4.780061539711002,V-Shaped,0,5
Haematococcus,14.413584718637631,30.815193548435992,16.344307791549586,9.354855873925986,V-Shaped,0,5
Spirulina,14.037884403499342,25.94144297784286,22.651179155719287,4.509478140020134,Vertical Column,2,4
Dunaliella,27.602809338577064,39.59403560637484,18.432500817889256,11.619094019189795,V-Shaped,4,5
Spirulina,52.96684600968975,38.162759322594034,35.29865586594708,11.56599761780744,V-Shaped,2,5
Spirulina,91.05700768705312,63.80559881611165,35.08112261662016,11.892504912915284,V-Shaped,2,5
Scenedesmus,27.424674625695037,37.64310832937903,30.62449370940088,9.106804619363457,V-Shaped,3,5
Spirulina,12.356387284266606,17.933694232298002,38.986804573885294,5.741700103825212,V-Shaped,2,5
Haematococcus,31.64903948205061,67.2442608105214,35.51380348139297,9.41315707855878,Tubular,0,1
Scenedesmus,27.376207974017053,52.94800714761652,29.44569928778589,6.462993002194939,V-Shaped,3,5
Dunaliella,64.66685998461497,94.0479348561624,39.53103993638655,11.459911388718414,Tubular,4,1
Spirulina,81.76350811928019,72.73217494038695,35.971346547601726,9.368103844263278,Flat Panel,2,0
Haematococcus,16.641070157461847,65.08076769635097,22.60604659567989,5.113974756752876,V-Shaped,0,5
Chlorella,83.15417442136751,71.12463114876064,16.179917542434474,11.691332957136396,V-Shaped,1,5
Scenedesmus,50.99457678323719,66.66655104447334,20.826820297270874,9.561499729680524,V-Shaped,3,5
Dunaliella,27.78415545378453,45.38096183863713,22.45681135585307,10.204042373751996,V-Shaped,4,5
Scenedesmus,40.82335489535687,43.2222574428284,28.60643342538127,11.80623054839146,V-Shaped,3,5
Scenedesmus,10.776221257578904,25.071377006618967,28.189091224985496,5.37277093652152,Vertical Column,3,4
Dunaliella,14.15741270978718,47.42752054671528,15.83169927923396,4.975104660258164,Vertical Column,4,4
Spirulina,38.355668574303735,69.68316240776879,21.249322271720743,4.586912539676821,Vertical Column,2,4
Dunaliella,36.53886611627537,83.58610404740375,26.699511561951084,7.28567396313333,Flat Panel,4,0
Dunaliella,26.305727903238303,47.7072796401572,35.50633297362224,9.189976911160144,Tubular,4,1
Haematococcus,20.482643515697507,93.77416674911026,21.921749237300308,4.36850450945582,V-Shaped,0,5
Chlorella,55.90678592806709,86.10881700496081,33.65907210783104,6.492573916657832,V-Shaped,1,5
Dunaliella,6.054083382436738,14.92594362324873,38.01728501946549,6.760134719396529,V-Shaped,4,5
Haematococcus,2.8844215611296486,10.020433439642998,25.467378583192104,5.757079428756552,V-Shaped,0,5
Scenedesmus,42.00795183605258,84.00053013193094,27.824483745522684,6.251143857377304,V-Shaped,3,5
Dunaliella,20.478078749806578,75.16262698956291,18.00908940524965,4.540837995779065,Vertical Column,4,4
Haematococcus,18.17663221792873,37.693253205085945,20.79603229286816,9.64450169319753,V-Shaped,0,5
Dunaliella,27.680757939888856,65.91975617401366,23.72079768646575,6.998599394799982,Vertical Column,4,4
Scenedesmus,74.0477393726851,92.60567947841976,20.862486941852342,9.995032133793249,V-Shaped,3,5
Chlorella,7.454078741844442,13.50620617136178,16.345763122711478,5.51900263276736,V-Shaped,1,5
Dunaliella,34.973206261709684,76.51822797936578,17.02910561159286,7.61761983282831,V-Shaped,4,5
Spirulina,84.77626626141722,87.53011174191919,31.88966933918597,8.071152560559042,V-Shaped,2,5
Spirulina,13.306652870030492,13.392795242336751,15.793062295400778,8.279733387275552,V-Shaped,2,5
Chlorella,32.49278402194569,32.37443961519757,39.67239863470744,10.036554889645892,Tubular,1,1
Haematococcus,31.511084329465056,87.66301541598901,37.16256316604756,7.189139953704512,V-Shaped,0,5
Dunaliella,4.31383732249848,10.628403569231333,32.6592999202499,6.764636686966504,V-Shaped,4,5
Scenedesmus,4.634646547670084,11.644756275115562,38.85105662695214,4.975036014251069,V-Shaped,3,5
Scenedesmus,12.079620013871237,37.70372350235073,35.68809234884543,4.0047835106783625,V-Shaped,3,5
Haematococcus,11.05767497746484,26.64282677204299,18.425522750908016,8.300677005540527,V-Shaped,0,5
Haematococcus,16.11606467719086,43.918019231246966,22.284026820943613,7.339158258633184,Flat Panel,0,0
Spirulina,37.85695531249696,39.7140355284044,37.63247497526289,7.94365577324688,V-Shaped,2,5
Chlorella,49.55423805916935,73.80092014959845,35.99994401510858,6.714582685245689,V-Shaped,1,5
Chlorella,16.26745219031696,24.78581589451684,22.451655029250105,6.563210289121719,V-Shaped,1,5
Spirulina,9.79081365108062,16.34820738336609,30.872666478829068,4.99076821364654,Vertical Column,2,4
Spirulina,45.75618538483822,87.81871191424712,34.02214944178775,4.341916848495611,Vertical Column,2,4
Dunaliella,35.81550859354012,76.40923736518681,19.296912803398108,7.812211766657898,V-Shaped,4,5
Scenedesmus,18.30821245111412,29.10570775017322,26.00177687666246,7.862810195280838,V-Shaped,3,5
Scenedesmus,84.32299432453223,91.82819225858384,34.23606448553892,11.478364139942268,V-Shaped,3,5
Haematococcus,38.22423846314075,64.53335758728227,35.074532532727595,11.84635044331668,Tubular,0,1
